name,recclass,mass,fall,year,reclat,reclong,GeoLocation,,nametype,id
Queen Alexandra Range 93644,L5,3.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19731
Queen Alexandra Range 93645,L5,1.5,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19732
Queen Alexandra Range 93646,L5,1.5,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19733
Queen Alexandra Range 93647,L5,6.2,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19734
Queen Alexandra Range 93648,L5,6.4,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19735
Queen Alexandra Range 93649,L6,6.4,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19736
Queen Alexandra Range 93650,L5,0.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19737
Queen Alexandra Range 93651,L5,19.4,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19738
Queen Alexandra Range 93652,H5,1.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19739
Queen Alexandra Range 93653,H6,3.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19740
Queen Alexandra Range 93654,L5,3.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19741
Queen Alexandra Range 93655,H5,0.8,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19742
Queen Alexandra Range 93656,L5,15.2,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19743
Queen Alexandra Range 93657,L5,2.5,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19744
Queen Alexandra Range 93658,L5,20.2,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19745
Queen Alexandra Range 93659,H5,4.2,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19746
Queen Alexandra Range 93660,L5,19.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19747
Queen Alexandra Range 93661,L5,7.5,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19748
Queen Alexandra Range 93662,H5,5.2,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19749
Queen Alexandra Range 93663,L5,36,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19750
Queen Alexandra Range 93664,L5,1.2,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19751
Queen Alexandra Range 93665,L5,33.7,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19752
Queen Alexandra Range 93666,H6,1.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19753
Queen Alexandra Range 93667,L5,6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19754
Queen Alexandra Range 93668,L6,17.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19755
Queen Alexandra Range 93669,L6,1.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19756
Queen Alexandra Range 93670,L5,1.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19757
Queen Alexandra Range 93671,L5,0.9,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19758
Queen Alexandra Range 93672,H5,20.9,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19759
Queen Alexandra Range 93673,L6,39.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19760
Queen Alexandra Range 93674,L5,55.4,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19761
Queen Alexandra Range 93675,L5,3.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19762
Queen Alexandra Range 93676,H5,48.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19763
Queen Alexandra Range 93677,H5,10.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19764
Queen Alexandra Range 93678,L5,13.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19765
Queen Alexandra Range 93679,L6,14.7,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19766
Queen Alexandra Range 93680,H5,4.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19767
Queen Alexandra Range 93681,L6,4.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19768
Queen Alexandra Range 93682,L6,1.2,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19769
Queen Alexandra Range 93683,L5,128.8,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19770
Queen Alexandra Range 93684,L4,128.8,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19771
Queen Alexandra Range 93685,H5,57.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19772
Queen Alexandra Range 93686,H5,13.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19773
Queen Alexandra Range 93687,L6,11.7,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19774
Queen Alexandra Range 93688,H5,13.8,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19775
Queen Alexandra Range 93689,H5,23,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19776
Queen Alexandra Range 93690,H6,7.5,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19777
Queen Alexandra Range 93691,L6,23.8,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19778
Queen Alexandra Range 93692,H5,73.4,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19779
Queen Alexandra Range 93693,H5,73.4,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19780
Queen Alexandra Range 93694,L6,0.5,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19781
Queen Alexandra Range 93695,L5,4.9,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19782
Queen Alexandra Range 93696,L5,99.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19783
Queen Alexandra Range 93697,L5,88.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19784
Queen Alexandra Range 93698,L6,23.4,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19785
Queen Alexandra Range 93699,L5,103.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19786
Queen Alexandra Range 93700,H5,5.2,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19787
Queen Alexandra Range 93702,L6,1.7,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19788
Queen Alexandra Range 93703,L6,11.9,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19789
Queen Alexandra Range 93704,L6,11.9,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19790
Queen Alexandra Range 93705,L3.4,55,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19791
Queen Alexandra Range 93706,L5,108.2,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19792
Queen Alexandra Range 93707,L5,95.4,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19793
Queen Alexandra Range 93708,H5,9.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19794
Queen Alexandra Range 93709,LL6,2.5,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19795
Queen Alexandra Range 93710,H5,4.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19796
Queen Alexandra Range 93711,H5,98.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19797
Queen Alexandra Range 93712,L6,98.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19798
Queen Alexandra Range 93713,L6,0.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19799
Queen Alexandra Range 93714,L6,8.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19800
Queen Alexandra Range 93716,L6,8.9,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19801
Queen Alexandra Range 93717,H5,10.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19802
Queen Alexandra Range 93718,L6,10.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19803
Queen Alexandra Range 93719,H5,16.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19804
Queen Alexandra Range 93720,L5,73.9,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19805
Queen Alexandra Range 93721,L5,70.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19806
Queen Alexandra Range 93722,H5,11.9,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19807
Queen Alexandra Range 93723,Howardite,15.4,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19808
Queen Alexandra Range 93724,L6,120.4,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19809
Queen Alexandra Range 93725,L5,11.9,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19810
Queen Alexandra Range 93726,H5,43.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19811
Queen Alexandra Range 93727,L5,36.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19812
Queen Alexandra Range 93728,L6,32,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19813
Queen Alexandra Range 93729,L6,12.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19814
Queen Alexandra Range 93730,L5,46.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19815
Queen Alexandra Range 93731,L6,42.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19816
Queen Alexandra Range 93732,L5,30.7,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19817
Queen Alexandra Range 93733,L6,7.4,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19818
Queen Alexandra Range 93734,H5,4.9,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19819
Queen Alexandra Range 93735,L5,46.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19820
Queen Alexandra Range 93736,L5,41.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19821
Queen Alexandra Range 93737,L5,7.6,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19822
Queen Alexandra Range 93738,H5,14,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19823
Queen Alexandra Range 93739,L5,45.2,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19824
Queen Alexandra Range 93740,L5,50.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19825
Queen Alexandra Range 93741,L6,17.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19826
Queen Alexandra Range 93742,H5,6.8,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19827
Queen Alexandra Range 93743,L6,23.8,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19828
Queen Alexandra Range 93744,CV3,7.7,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19829
Queen Alexandra Range 93745,L5,7.7,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19830
Queen Alexandra Range 93746,L5,10.8,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19831
Queen Alexandra Range 93747,L5,2.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19832
Queen Alexandra Range 93748,L6,3.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19833
Queen Alexandra Range 93749,L5,3.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19834
Queen Alexandra Range 93750,H6,19.7,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19835
Queen Alexandra Range 93751,H5,12.7,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19836
Queen Alexandra Range 93752,H5,45.9,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19837
Queen Alexandra Range 93753,L5,5.1,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19838
Queen Alexandra Range 93754,L5,12.5,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19839
Queen Alexandra Range 93755,L6,11.2,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19840
Queen Alexandra Range 93757,L6,1.3,Found,1993,-84,168,"(-84.000000, 168.000000)",,Valid,19841
Queen Alexandra Range 94200,Howardite,165.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19842
Queen Alexandra Range 94201,Martian (shergottite),12,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19843
Queen Alexandra Range 94202,L6,6501.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19844
Queen Alexandra Range 94203,L6,2394.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19845
Queen Alexandra Range 94204,EH7,2427.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19846
Queen Alexandra Range 94205,L6,2484.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19847
Queen Alexandra Range 94206,L6,979.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19848
Queen Alexandra Range 94207,L6,1537.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19849
Queen Alexandra Range 94208,L6,1587.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19850
Queen Alexandra Range 94209,L6,1585,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19851
Queen Alexandra Range 94210,L6,805,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19852
Queen Alexandra Range 94211,L6,968.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19853
Queen Alexandra Range 94212,L6,777.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19854
Queen Alexandra Range 94213,L6,1227,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19855
Queen Alexandra Range 94214,L6,772.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19856
Queen Alexandra Range 94215,L6,569.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19857
Queen Alexandra Range 94216,L6,444.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19858
Queen Alexandra Range 94217,H5,445.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19859
Queen Alexandra Range 94218,H5,445.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19860
Queen Alexandra Range 94220,CM2,2.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19861
Queen Alexandra Range 94221,H5,1.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19862
Queen Alexandra Range 94222,CM2,4.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19863
Queen Alexandra Range 94223,H5,9.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19864
Queen Alexandra Range 94227,L6,340.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19865
Queen Alexandra Range 94228,L6,374,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19866
Queen Alexandra Range 94229,L5,382.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19867
Queen Alexandra Range 94230,L6,392.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19868
Queen Alexandra Range 94231,L6,342.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19869
Queen Alexandra Range 94232,L6,381.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19870
Queen Alexandra Range 94233,L6,450,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19871
Queen Alexandra Range 94234,L6,346.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19872
Queen Alexandra Range 94235,L6,447.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19873
Queen Alexandra Range 94236,L6,255.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19874
Queen Alexandra Range 94237,H5,358,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19875
Queen Alexandra Range 94238,L6,243,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19876
Queen Alexandra Range 94239,L6,446.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19877
Queen Alexandra Range 94240,L5,247.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19878
Queen Alexandra Range 94241,L6,489.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19879
Queen Alexandra Range 94242,H5,255.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19880
Queen Alexandra Range 94243,H6,196.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19881
Queen Alexandra Range 94244,L6,71.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19882
Queen Alexandra Range 94245,LL6,57.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19883
Queen Alexandra Range 94246,L5,61.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19884
Queen Alexandra Range 94247,LL6,86.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19885
Queen Alexandra Range 94248,L5,24.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19886
Queen Alexandra Range 94249,L6,25.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19887
Queen Alexandra Range 94250,L5,4.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19888
Queen Alexandra Range 94251,L6,99.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19889
Queen Alexandra Range 94252,H5,76.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19890
Queen Alexandra Range 94253,L6,36,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19891
Queen Alexandra Range 94254,H6,3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19892
Queen Alexandra Range 94255,L6,66.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19893
Queen Alexandra Range 94257,L5,2.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19894
Queen Alexandra Range 94258,H5,1.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19895
Queen Alexandra Range 94259,H5,2.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19896
Queen Alexandra Range 94260,L6,2.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19897
Queen Alexandra Range 94261,L6,0.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19898
Queen Alexandra Range 94262,L6,1.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19899
Queen Alexandra Range 94263,H5,27.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19900
Queen Alexandra Range 94264,L6,3.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19901
Queen Alexandra Range 94265,L6,1.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19902
Queen Alexandra Range 94266,LL6,4.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19903
Queen Alexandra Range 94267,L6,16.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19904
Queen Alexandra Range 94268,L6,13.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19905
Queen Alexandra Range 94269,Lunar (anorth),3.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19906
Queen Alexandra Range 94270,L5,29.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19907
Queen Alexandra Range 94271,H6,2.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19908
Queen Alexandra Range 94272,H6,1.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19909
Queen Alexandra Range 94273,H6,1.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19910
Queen Alexandra Range 94275,H6,20.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19911
Queen Alexandra Range 94276,L5,4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19912
Queen Alexandra Range 94277,L6,10.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19913
Queen Alexandra Range 94278,L6,6.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19914
Queen Alexandra Range 94279,L5,48.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19915
Queen Alexandra Range 94280,L5,11.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19916
Queen Alexandra Range 94281,Lunar (basalt),23.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19917
Queen Alexandra Range 94282,L5,18.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19918
Queen Alexandra Range 94283,L5,3.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19919
Queen Alexandra Range 94284,H5,1.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19920
Queen Alexandra Range 94285,L5,1.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19921
Queen Alexandra Range 94286,L5,2.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19922
Queen Alexandra Range 94287,L5,1.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19923
Queen Alexandra Range 94288,L6,1.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19924
Queen Alexandra Range 94289,H5,18.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19925
Queen Alexandra Range 94290,L6,43.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19926
Queen Alexandra Range 94291,L5,60.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19927
Queen Alexandra Range 94292,L5,82.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19928
Queen Alexandra Range 94293,L5,22.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19929
Queen Alexandra Range 94294,L5,39,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19930
Queen Alexandra Range 94296,L6,39,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19931
Queen Alexandra Range 94297,L6,116,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19932
Queen Alexandra Range 94298,H5,32.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19933
Queen Alexandra Range 94299,Mesosiderite,13.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19934
Queen Alexandra Range 94300,H5,26.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19935
Queen Alexandra Range 94301,L5,37.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19936
Queen Alexandra Range 94302,LL5,11.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19937
Queen Alexandra Range 94303,L5,60.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19938
Queen Alexandra Range 94304,L5,43.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19939
Queen Alexandra Range 94305,L5,83.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19940
Queen Alexandra Range 94306,L6,52.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19941
Queen Alexandra Range 94307,L6,12.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19942
Queen Alexandra Range 94308,L5,9.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19943
Queen Alexandra Range 94309,H5,8.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19944
Queen Alexandra Range 94310,L5,39.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19945
Queen Alexandra Range 94311,L5,2.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19946
Queen Alexandra Range 94312,H6,2.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19947
Queen Alexandra Range 94313,L5,4.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19948
Queen Alexandra Range 94314,H6,1.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19949
Queen Alexandra Range 94315,H6,1.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19950
Queen Alexandra Range 94316,H6,5.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19951
Queen Alexandra Range 94317,H6,1.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19952
Queen Alexandra Range 94318,H6,1.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19953
Queen Alexandra Range 94319,L5,16,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19954
Queen Alexandra Range 94320,H6,7.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19955
Queen Alexandra Range 94321,EL3,1.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19956
Queen Alexandra Range 94322,H6,1.9,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19957
Queen Alexandra Range 94324,L6,1.1,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19958
Queen Alexandra Range 94325,L6,4.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19959
Queen Alexandra Range 94326,L6,6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19960
Queen Alexandra Range 94327,L6,14.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19961
Queen Alexandra Range 94328,L5,7.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19962
Queen Alexandra Range 94329,L6,7.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19963
Queen Alexandra Range 94330,H6,1.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19964
Queen Alexandra Range 94331,L5,20.2,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19965
Queen Alexandra Range 94332,H6,4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19966
Queen Alexandra Range 94333,H6,4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19967
Queen Alexandra Range 94334,L6,2.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19968
Queen Alexandra Range 94335,H6,4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19969
Queen Alexandra Range 94336,LL6,10.5,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19970
Queen Alexandra Range 94337,H6,4.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19971
Queen Alexandra Range 94338,H6,4.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19972
Queen Alexandra Range 94339,H5,1.6,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19973
Queen Alexandra Range 94340,L6,4.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19974
Queen Alexandra Range 94341,L5,1.4,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19975
Queen Alexandra Range 94342,L5,22.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19976
Queen Alexandra Range 94343,H6,3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19977
Queen Alexandra Range 94344,H6,3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19978
Queen Alexandra Range 94345,L6,30.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19979
Queen Alexandra Range 94346,H6,30.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19980
Queen Alexandra Range 94347,L5,55.8,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19981
Queen Alexandra Range 94348,L6,10.3,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19982
Queen Alexandra Range 94349,LL5,22.7,Found,1994,-84,168,"(-84.000000, 168.000000)",,Valid,19983
